Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
nike.duffel bag,nike.duffel bag,Men's Bags,Travel & Luggage,Travel & Luggage,Sports & Outdoors
kerastase shampoos,kerastase shampoos,Beauty & Personal Care,Beauty,Beauty,Beauty
iron boards,iron boards,Home & Living,Home & Living,Home & Living,
pd charger,pd charger,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
travel bag foldable,travel bag foldable,Travel & Luggage,Travel & Luggage,Travel & Luggage,
planting rack,planting rack,Home & Living,Home & Living,Home & Living,
storage bed frame singapore,storage bed frame singapore,Home & Living,Home & Living,,
spraygun,spraygun,Automotive,Home & Living,,
raya baju,raya baju,Women's Apparel,Women's Apparel,,
juelique,juelique,Beauty & Personal Care,Beauty,Beauty,Beauty
scooter luggage,scooter luggage,Travel & Luggage,Automotive,Kids Fashion,
adidas gazelles,adidas gazelles,Sports & Outdoors,Women's Shoes,Women's Shoes,
balenciaga t-shirt,balenciaga t-shirt,Men's Wear,Men's Wear,,
bose speaker,bose speaker,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
mens pant joggers,mens pant joggers,Men's Wear,Men's Wear,Men's Wear,
vodana,vodana,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
birkenstocks sg,birkenstocks sg,Women's Shoes,Men Shoes,Men Shoes,Men Shoes
lighting avenue,lighting avenue,Home Appliances,Home & Living,Home & Living,
jd sport,jd sport,Sports & Outdoors,Sports & Outdoors,Men's Wear,
gold heart earrings,gold heart earrings,Jewellery & Accessories,Jewellery & Accessories,,
corner desk,corner desk,Home & Living,Home & Living,,
22 inch luggage,22 inch luggage,Travel & Luggage,Travel & Luggage,Travel & Luggage,
rimowa luggage singapore,rimowa luggage singapore,Travel & Luggage,Travel & Luggage,Travel & Luggage,Travel & Luggage
seleven home appliances,seleven home appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances
lojel wheel replacement,lojel wheel replacement,Travel & Luggage,Travel & Luggage,,
alvas,alvas,Food & Beverages,"Toys, Kids & Babies",Food & Beverages,
bed clips,bed clips,Home & Living,Home & Living,Home & Living,
bubble aquarium,bubble aquarium,Pet Food & Supplies,Pet Food & Supplies,Pet Food & Supplies,
foxy affairs,foxy affairs,Home & Living,Beauty,Beauty,Mom & Baby
hegen bottle,hegen bottle,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies"
lululemon sg online,lululemon sg online,Sports & Outdoors,Sports & Outdoors,,
national geographic backpack,national geographic backpack,Women's Bags,Men's Bags,,
pino jelly,pino jelly,Hobbies & Books,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
enzo car mat,enzo car mat,Automotive,Automotive,Automotive,
azure mattress,azure mattress,Home & Living,Home & Living,Home & Living,Home & Living
tfit primer,tfit primer,Beauty & Personal Care,Beauty,Beauty,Beauty
the bike atrium,the bike atrium,Sports & Outdoors,,Sports & Outdoors,
娇润泉,娇润泉,Beauty & Personal Care,Beauty,Beauty,Beauty
pixel fold singapore,pixel fold singapore,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
kpop concert singapore 2024,kpop concert singapore 2024,Others,,,
klug stretching massager,klug stretching massager,Health & Wellness,Health,Health,Beauty
tyeso,tyeso,Home & Living,Home & Living,Home & Living,
s23 ultra price singapore,s23 ultra price singapore,Mobile & Gadgets,,,
2024 planner singapore,2024 planner singapore,Home & Living,Stationery,Stationery,Stationery
mi pad 6,mi pad 6,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
h&m,h&m,Women's Apparel,Women's Apparel,Kids Fashion,
anua dark spot correcting serum,anua dark spot correcting serum,Beauty & Personal Care,Beauty,Beauty,Beauty
italian charm bracelet,italian charm bracelet,Jewellery & Accessories,Jewellery & Accessories,Jewellery & Accessories,
& honey shampoo,& honey shampoo,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
nonya empire,nonya empire,Food & Beverages,Food & Beverages,,
hanasui,hanasui,Beauty & Personal Care,Beauty & Personal Care,Pet Food & Supplies,
xxxxl shirts,xxxxl shirts,Men's Wear,Men's Wear,,
itsuki kenko foot patch japan,itsuki kenko foot patch japan,Health & Wellness,Beauty,Beauty,Beauty
anothersole singapore,anothersole singapore,Women's Shoes,Home & Living,Home & Living,Home & Living
la roche,la roche,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
nuphy singapore,nuphy singapore,Computers & Peripherals,Health,Health,Health
copying machine,copying machine,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
miffy phone stand,miffy phone stand,Mobile & Gadgets,,Mobile & Gadgets,
aula f75,aula f75,Computers & Peripherals,Computers & Accessories,Computers & Accessories,Computers & Accessories
luxus,luxus,Home Appliances,Watches,,
haitu,haitu,Others,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion
xylitol gum,xylitol gum,Health & Wellness,Food & Beverages,Food & Beverages,
rukun islam,rukun islam,Hobbies & Books,Hobbies & Books,,
captain kim,captain kim,Food & Beverages,Kids Fashion,,
creative outlier pro,creative outlier pro,Mobile & Gadgets,Audio,Computers & Accessories,Computers & Accessories
honor x9a price in singapore,honor x9a price in singapore,Mobile & Gadgets,,,
basketball courts near me,basketball courts near me,Lifestyle,,,
braun,braun,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
sgpomade,sgpomade,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
geektv,geektv,Mobile & Gadgets,Men's Wear,,
ritz apple strudel,ritz apple strudel,Food & Beverages,Food & Beverages,Food & Beverages,
sixty eight singapore,sixty eight singapore,Women's Apparel,Women's Apparel,,
aldo singapore,aldo singapore,Women's Shoes,Women's Shoes,"Dining, Travel & Services",
red market,red market,Platform Terms (Lazada / Shopee),Food & Beverages,,
logitech + webcam,logitech + webcam,Computers & Peripherals,,,
olivia burton singapore,olivia burton singapore,Watches,Watches,,
car seat covers,car seat covers,Automotive,Automotive,Automotive,
all in-one pc,all in-one pc,Computers & Peripherals,,,
snow+boots,snow+boots,Women's Shoes,,,
carters singapore,carters singapore,Kids Fashion,Kids Fashion,Kids Fashion,
red mark,red mark,Platform Terms (Lazada / Shopee),Beauty & Personal Care,Food & Beverages,
sony xperia 1 singapore,sony xperia 1 singapore,Mobile & Gadgets,,,
stickers,stickers,"Toys, Kids & Babies",Home & Living,Home & Living,Home & Living
sparkler candles singapore,sparkler candles singapore,Home & Living,,,
cargo pants singapore,cargo pants singapore,Men's Wear,Men's Wear,,
wireless adapter,wireless adapter,Mobile & Gadgets,Computers & Peripherals,Computers & Peripherals,
router,router,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals
buy nintendo switch singapore,buy nintendo switch singapore,Video Games,,,
ps4 controller singapore,ps4 controller singapore,Video Games,Video Games,,
forever young wallet,forever young wallet,Women's Bags,Women's Bags,Women's Bags,Women's Bags
steam gift card singapore,steam gift card singapore,Video Games,Stationery,Beauty,Beauty
door opener,door opener,Home & Living,Home & Living,Home & Living,
shampoo for oily scalp singapore,shampoo for oily scalp singapore,Beauty & Personal Care,Beauty,Beauty,Beauty
lazmallciti,lazmallciti,Platform Terms (Lazada / Shopee),,,
electric lunch box recipes,electric lunch box recipes,Lifestyle,,,
best prepaid sim card singapore,best prepaid sim card singapore,Mobile & Gadgets,,,
loft bed,loft bed,Home & Living,Home & Living,Home & Living,
acer kg251qf,acer kg251qf,Computers & Peripherals,,Computers & Peripherals,
green coffee singapore review,green coffee singapore review,Food & Beverages,,,
kemboja di hati,kemboja di hati,Hobbies & Books,,,
philips pressure cooker,philips pressure cooker,Home Appliances,Home Appliances,Home Appliances,
nintendo 3ds singapore,nintendo 3ds singapore,Video Games,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
bidet spray singapore,bidet spray singapore,Home & Living,Home & Living,Home & Living,
little tikes singapore,little tikes singapore,"Toys, Kids & Babies",Mom & Baby,,
power adapter,power adapter,Computers & Peripherals,Computers & Peripherals,Mobile & Gadgets,
organist shampoo,organist shampoo,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
onesies,onesies,Women's Apparel,Women's Apparel,Women's Apparel,
spigen,spigen,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
pocophone f1 singapore,pocophone f1 singapore,Mobile & Gadgets,,,
protein shaker bottle,protein shaker bottle,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
korean fish cake singapore,korean fish cake singapore,Food & Beverages,,,
durian cake recipe,durian cake recipe,Food & Beverages,Food & Beverages,Books & Magazines,Food & Beverages
moscato,moscato,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
one punch man manga,one punch man manga,Hobbies & Books,Hobbies & Books,Hobbies & Books,Hobbies & Books
kids surgical mask,kids surgical mask,Health & Wellness,Health & Wellness,Health & Wellness,
atrix singapore,atrix singapore,Computers & Peripherals,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
lizard trap,lizard trap,Home & Living,Home & Living,Home & Living,Home & Living
airbot,airbot,Home Appliances,Home Appliances,Home Appliances,Home Appliances
xiang ye dumpling,xiang ye dumpling,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
redman bedok,redman bedok,Food & Beverages,,,
simder trading,simder trading,Mobile & Gadgets,,,
imoo watch,imoo watch,Kids Fashion,Mobile & Gadgets,Mobile & Gadgets,
adidas mask,adidas mask,Sports & Outdoors,Home & Living,Home & Living,Men's Wear
mask case,mask case,Home & Living,Home & Living,Home & Living,Home & Living
kirei kirei hand sanitizer,kirei kirei hand sanitizer,Beauty & Personal Care,Beauty & Personal Care,,
meizu singapore,meizu singapore,Mobile & Gadgets,,,
toyster,toyster,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
mask extender for hijab,mask extender for hijab,Jewellery & Accessories,Home & Living,Women's Apparel,
fanco fan,fanco fan,Home Appliances,Home Appliances,Home Appliances,
welding machine,welding machine,Home & Living,Home & Living,Home Appliances,
tumblers,tumblers,Home & Living,Home & Living,Home & Living,
best steam iron singapore,best steam iron singapore,Home Appliances,,,
silicone mat,silicone mat,Home & Living,Home & Living,Home & Living,Home & Living
dior perfume singapore,dior perfume singapore,Beauty & Personal Care,,,
racks sg,racks sg,Home & Living,Home & Living,Home & Living,
long chair,long chair,Home & Living,Home & Living,Home & Living,
apple,apple,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
childrens bed,childrens bed,"Toys, Kids & Babies","Toys, Kids & Babies",,
ladder step,ladder step,Home & Living,Home & Living,Home & Living,Home & Living
cook pots,cook pots,Home & Living,Home & Living,Home Appliances,
mi pad 5,mi pad 5,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
tatronics,tatronics,Mobile & Gadgets,Mobile & Gadgets,,
toatronics,toatronics,Mobile & Gadgets,,Mobile & Gadgets,
tupperwear bottle,tupperwear bottle,Home & Living,Sports & Outdoors,Home & Living,
airspace sg,airspace sg,Women's Apparel,Fashion Accessories,Food & Beverages,Food & Beverages
tv promotion singapore 2021,tv promotion singapore 2021,Home Appliances,,,
ceiling light,ceiling light,Home & Living,Home & Living,Home & Living,Home & Living
sdrd karaoke,sdrd karaoke,Home Appliances,Mobile & Gadgets,Mobile & Gadgets,
desk adjustable,desk adjustable,Home & Living,Home & Living,Home & Living,
monitor wall mount,monitor wall mount,Home Appliances,Home Appliances,Home Appliances,
princi b fort,princi b fort,Health & Wellness,Health & Wellness,Health & Wellness,
essentials fear of god,essentials fear of god,Men's Wear,Men's Wear,Men's Wear,
beauty language outlet,beauty language outlet,Beauty & Personal Care,,,
bikni,bikni,Women's Apparel,Women's Apparel,,
dedakj oxygen concentrator,dedakj oxygen concentrator,Health & Wellness,Health & Wellness,Health & Wellness,
brabantia canisters,brabantia canisters,Home & Living,Home & Living,,
oreo ice cream sandwich,oreo ice cream sandwich,Food & Beverages,Food & Beverages,,
crypto wallet,crypto wallet,"Dining, Travel & Services",Computers & Peripherals,Computers & Peripherals,
offi,offi,Computers & Peripherals,,Home & Living,
stackable storage box,stackable storage box,Home & Living,Home & Living,Home & Living,
razer gaming chair,razer gaming chair,Computers & Peripherals,Computers & Peripherals,,
earpiece with mic,earpiece with mic,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
bed frame with storage,bed frame with storage,Home & Living,Home & Living,Home & Living,
izumio,izumio,Food & Beverages,Health & Wellness,Health & Wellness,
vitamin c serum singapore,vitamin c serum singapore,Beauty & Personal Care,,Health & Wellness,
lightings com sg,lightings com sg,Home & Living,Home & Living,,
8th ave mobile,8th ave mobile,Mobile & Gadgets,Mobile & Gadgets,,
best hair tonic,best hair tonic,Beauty & Personal Care,Beauty & Personal Care,,
sp2,sp2,Others,Cameras & Drones,Home & Living,
door gap seal,door gap seal,Home & Living,Home & Living,Home & Living,Home & Living
uv resin,uv resin,Home & Living,Jewellery & Accessories,Home & Living,Home & Living
bar keepers friend singapore,bar keepers friend singapore,Home & Living,Home & Living,Home & Living,Sports & Outdoors
google sg hc,google sg hc,Mobile & Gadgets,,,
redmi note8 pro,redmi note8 pro,Mobile & Gadgets,Mobile & Gadgets,,
skiphop,skiphop,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
gw mobile,gw mobile,Mobile & Gadgets,Mobile & Gadgets,,
yoga block,yoga block,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
where to buy gentrisone cream in singapore,where to buy gentrisone cream in singapore,Health & Wellness,,,
holographic projector,holographic projector,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
bottega rose gold,bottega rose gold,Food & Beverages,Food & Beverages,,
杂货 店,杂货 店,Food & Beverages,,,
banana scandal,banana scandal,Hobbies & Books,Hobbies & Collections,Home & Living,Home & Living
lg mask,lg mask,Health & Wellness,Beauty & Personal Care,Home & Living,
aviator f series world cities chronograph watch,aviator f series world cities chronograph watch,Watches,Watches,Watches,
muichiro tokito,muichiro tokito,Hobbies & Books,Hobbies & Books,Home & Living,
kiss helmet,kiss helmet,Automotive,Automotive,Automotive,
jewel coffee,jewel coffee,Food & Beverages,Food & Beverages,Food & Beverages,
hooga bedsheet,hooga bedsheet,Home & Living,Home & Living,Home & Living,
bicycle basket,bicycle basket,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
kite,kite,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
gaincity online,gaincity online,Home Appliances,,,
snacks singapore,snacks singapore,Food & Beverages,Food & Beverages,Food & Beverages,
ps5 singapore price,ps5 singapore price,Video Games,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
phoon huat delivery,phoon huat delivery,Food & Beverages,-,,
cookie cutter,cookie cutter,Home & Living,Home & Living,Home & Living,Home & Living
computer chair singapore,computer chair singapore,Home & Living,Home & Living,Home & Living,Home & Living
sp2 device,sp2 device,Others,Beauty & Personal Care,,
heritage bathroom,heritage bathroom,Home Appliances,Beauty & Personal Care,,
dutch oven,dutch oven,Home & Living,Home & Living,Home & Living,
trek bikes singapore,trek bikes singapore,Sports & Outdoors,,,
