Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
拉珠,Lazhu,其他類別,Everything Else,Everything Else,Everything Else
納米膠,Nano glue,居家生活,Home & Living,Home & Living,
定角磨刀器,Fixed angle knife sharpener,居家生活,Home & Living,Home & Living,Home & Living
鯊魚煙,Shark smoke,美食、伴手禮,Food & Beverages,Food & Beverages,
rx 590,rx 590,3C與筆電,Hardware & 3C,Hardware & 3C,
禮金簿,gift book,居家生活,Everything Else,Everything Else,Home & Living
尊馬油,Horse Oil,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
照片牆,photo wall,居家生活,Home & Living,Home & Living,Home & Living
veja 鞋,veja shoes,男女鞋,Women Shoes,Women Shoes,
冷藏冰箱,Refrigerator,家電影音,Home Electronic,Home Electronic,
spy family,spy family,娛樂、收藏,Books,Books,
好市多代購,Costco purchasing agent,服務、票券,Food & Beverages,Food & Beverages,
cabinzero,cabinzero,男生包包與配件,Sports & Outdoors,Sports & Outdoors,
隔音耳罩,Sound isolating earmuffs,居家生活,Home & Living,Home & Living,Home & Living
奧利多,Orido,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
新北塑膠地磚,New Taipei plastic floor tiles,居家生活,Home & Living,Home & Living,Home & Living
電玩貓,video game cat,遊戲王,Game Kingdom,Game Kingdom,
mag274qrf qd,mag274qrf qd,3C與筆電,Hardware & 3C,Hardware & 3C,
蝦皮免運日期,Shopee free shipping dates,Platform Terms ( Shopee / Momo),Home & Living,,
sxn-1000,sxn-1000,居家生活,Home & Living,Home & Living,
烤盤推薦,Recommended baking pan,居家生活,Home & Living,Home & Living,
狗頭蘿莉,Dog head loli,其他類別,Everything Else,Home & Living,
cableav,cableav,其他類別,Game Kingdom,,
jtlegend,jtlegend,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
言耽,Talking too much,書籍及文創商品,Home & Living,Sports & Outdoors,Sports & Outdoors
露得清a醇,Neutrogena alcohol,美妝保健,Health & Beauty,Health & Beauty,
大地名流,Celebrities,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
fujifilm,fujifilm,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
滿意寶寶濕紙巾,Satisfied baby wet wipes,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
洗衣機補助,Washing machine subsidy,家電影音,Home Appliances,Home Appliances,Home & Living
甜心卡價錢,Sweetheart Card Price,服務、票券,,,
達菲家族,Duffy family,娛樂、收藏,Life & Entertainment,Life & Entertainment,
百度網盤 台灣,Baidu Skydisk Taiwan,3C與筆電,"Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
摺疊收納箱,Folding storage box,居家生活,Home & Living,Home & Living,Home & Living
pvc板,pvc board,居家生活,Home & Living,Home & Living,
洗臉盆,washbasin,居家生活,Home & Living,Home & Living,Home & Living
laneige,laneige,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
工裝,work clothes,男生衣著,Men's Apparel,Men's Apparel,Men's Apparel
蝦皮客服中心電話,Shopee customer service center phone number,Platform Terms ( Shopee / Momo),Home Electronic,,
國泰世華蝦皮聯名卡,Cathay Pacific Shopee co-branded card,Platform Terms ( Shopee / Momo),Hobbies & Collections,Food & Beverages,Food & Beverages
miumiu,miumiu,女生包包/精品,Women Bags,Women Bags,
蝦皮智取,Shopee Outsmarts,Platform Terms ( Shopee / Momo),Beauty,Women Shoes,Stationery
扭扭棒,Twisting stick,嬰幼童與母親,Mother & Baby,Everything Else,
luka 2,luka 2,男女鞋,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
溫溼度偵測系統,Temperature and humidity detection system,居家生活,,,
4070ti super,4070ti super,3C與筆電,Computers & Accessories,Mom & Baby,Mom & Baby
越南插座,Vietnam socket,居家生活,Sports & Outdoors,Hardware & 3C,
中國地圖,China map,居家生活,Books,Life & Entertainment,
美聯社蝦皮店到店,Associated Press Shopee store to store,Platform Terms ( Shopee / Momo),,,
安卓手機,Android phone,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
skin2p,skin2p,美妝保健,Mother & Baby,Mother & Baby,
雌墮,female abort,其他類別,,Game Kingdom,
s24 plus,s24 plus,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
黑輪酥酥,Black round crispy cake,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
二手電動車,Used electric cars,戶外與運動用品,Motors,Motors,
adidas gazelle,adidas gazelle,戶外與運動用品,Women Shoes,Women Shoes,
勞力士黑水鬼,Rolex Blackwater Ghost,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,
拉釘,rivet,居家生活,Home & Living,Home & Living,
麻豆a片,Madou porn film,其他類別,Books & Magazines,Books & Magazines,Books & Magazines
ai去衣,ai remove clothes,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
鯊魚貓,shark cat,嬰幼童與母親,Pets,,
麻豆外流,Madou outflow,其他類別,"Tickets, Vouchers & Services",Books & Magazines,Books & Magazines
轉角衣櫃,corner wardrobe,居家生活,Home & Living,Home & Living,
殺螞蟻,kill ants,居家生活,Home & Living,Home & Living,
10吋平板,10 inch tablet,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
27吋螢幕,27-inch screen,3C與筆電,Hardware & 3C,Hardware & 3C,
520情侶,520 couples,Others,Women Accessories,Home & Living,
70吋電視,70-inch TV,家電影音,Home Electronic,Home Electronic,
a73,a73,3C與筆電,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
c6h,c6h,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
cat6,cat6,3C與筆電,Hardware & 3C,Hardware & 3C,
doris,doris,女生衣著,Women's Apparel,Women's Apparel,
edifier c3x,edifier c3x,家電影音,Home Electronic,Home Electronic,
evpad,evpad,家電影音,Home Electronic,Home Electronic,
hub,hub,手機平板與周邊,Hardware & 3C,Hardware & 3C,Hardware & 3C
mag241c,mag241c,3C與筆電,Hardware & 3C,Hardware & 3C,
midi,midi,娛樂、收藏,Life & Entertainment,Life & Entertainment,
miryoku,miryoku,女生包包/精品,Women Bags,Women Bags,Men's Bags& Accessories
moncler,Moncler,女生衣著,Men's Apparel,Men's Apparel,Women's Apparel
oled,oled,家電影音,Home Electronic,Home Electronic,
pchome網址,pchomewebsite,Platform Terms ( Shopee / Momo),,,
pixel 3a,pixel 3a,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
playboy,playboy,女生包包/精品,Men's Bags& Accessories,Women Bags,
rt-ac86u,rt-ac86u,3C與筆電,Hardware & 3C,Hardware & 3C,
skechers,Skechers,男女鞋,Women Shoes,Women Shoes,Men Shoes
suzuki,suzuki,汽機車零件百貨,Motors,Motors,
swatch,swatch,女生配件,Women Accessories,Women Accessories,
t,t,男生衣著,Men's Apparel,Women's Apparel,
viewsonic,viewsonic,家電影音,Hardware & 3C,Hardware & 3C,
wifi分享器,wifi sharer,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
xr手機殼,xr mobile phone case,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
yeti,yeti,家電影音,Home & Living,Home & Living,
三星s10,Samsung s10,手機平板與周邊,Mobile & Gadgets,,
二手冰箱,second hand refrigerator,家電影音,Home Electronic,Home Electronic,
伊蘇8,Ys 8,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
保冷袋,Cooler bag,戶外與運動用品,Home & Living,Home & Living,Sports & Outdoors
保溫杯,thermos cup,居家生活,Home & Living,Home & Living,Home & Living
個人工作室,personal studio,Others,Home & Living,Tickets & Services,
劍鞘,scabbard,遊戲王,Life & Entertainment,,
匠心口罩,Ingenious masks,居家生活,Home & Living,Home & Living,Home & Living
原萃,Original extract,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
大豆卵磷脂,Soy Lecithin,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
好速纖,good speed fiber,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
威克杯,Wick Cup,居家生活,Home & Living,,
宇宙人,cosmic man,娛樂、收藏,Life & Entertainment,Life & Entertainment,
宋文,Song Wen,書籍及文創商品,Books,Books,
小米掃地機器人,Xiaomi sweeping robot,家電影音,Home Electronic,Home Electronic,
小米藍芽耳機,Xiaomi bluetooth headphones,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
尿布蛋糕,diaper cake,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
川久保玲,Rei Kawakubo,女生衣著,Women's Apparel,Women's Apparel,
惡靈古堡2重製版pc,Castle Evil 2 remake PC,遊戲王,Game Kingdom,Game Kingdom,
手機充電線,mobile phone charging cable,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
拖鞋,slippers,男女鞋,Women Shoes,Women Shoes,Men Shoes
掃地機器人 推薦,Sweeping robot recommended,家電影音,Home Electronic,Home Electronic,
散熱片,heat sink,3C與筆電,Hardware & 3C,Hardware & 3C,Home & Living
散熱風扇,Cooling fan,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
料理包,Cooking bag,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
束口袋,drawstring pockets,居家生活,Home & Living,Home & Living,Home & Living
桌上收納,Desk storage,居家生活,Home & Living,Home & Living,Home & Living
桜空もも,Sakura Sora,其他類別,,Everything Else,
洗鼻器,Neti purifier,美妝保健,Health & Beauty,Home & Living,Home & Living
溢乳墊,Breastfeeding pads,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
烏龜,turtle,寵物,Pets,Pets,Pets
無線路由器,wireless router,3C與筆電,Hardware & 3C,Hardware & 3C,
熱水壺,hot water kettle,家電影音,Home Electronic,Home Electronic,Home Electronic
燒烤,barbecue,家電影音,Food & Beverages,Home Electronic,
珪藻土杯墊,Diatomaceous earth coaster,居家生活,Home & Living,Home & Living,Home & Living
理膚寶水,La Roche Bo Water,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
瑪利歐,Mario,遊戲王,Game Kingdom,Life & Entertainment,Game Kingdom
知否知否應是綠肥紅瘦,"Do you know whether it should be green fat, red and thin?",書籍及文創商品,Life & Entertainment,,
磷蝦油,krill oil,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
空壓機,air compressor,居家生活,Home & Living,Home & Living,Home & Living
粉刺夾,pimple clip,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
終末的後宮,The final harem,書籍及文創商品,Books,Books,Books
置物櫃,locker,居家生活,Home & Living,Home & Living,Home & Living
胡麻醬,sesame paste,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
華碩筆電,ASUS laptop,3C與筆電,Hardware & 3C,Hardware & 3C,
蓮蓬頭,Shower head,居家生活,Home & Living,Home & Living,Home & Living
蔥油餅,Scallion pancake,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
貓跳台,Cat Jump,寵物,Pets,Pets,Pets
賓馬王,King Binma,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,
購物袋,shopping bag,女生包包/精品,Women Bags,Women Bags,Home & Living
赤藻糖醇,Erythritol,美食、伴手禮,Food & Beverages,Food & Beverages,Health & Beauty
轉生成蜘蛛又怎樣,So what if I'm reincarnated as a spider?,娛樂、收藏,Books,Books,
金牌啤酒,gold medal beer,美食、伴手禮,Life & Entertainment,Health & Beauty,
金箔,gold foil,美食、伴手禮,Life & Entertainment,Health & Beauty,Food & Beverages
關廟麵,Guan Miao Noodles,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
防曬,sun protection,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
防霾口罩,anti haze mask,居家生活,Home & Living,Home & Living,
電磁閥,Solenoid valve,居家生活,Home & Living,Home & Living,Home & Living
風車,windmill,居家生活,Mother & Baby,Mother & Baby,Sports & Outdoors
飛利浦電動牙刷,Philips electric toothbrush,家電影音,Home Electronic,Home Electronic,Home Electronic
香氛蠟燭,scented candles,居家生活,Home & Living,Home & Living,Home & Living
駱駝蹄,camel hoof,女生衣著,Everything Else,Women's Apparel,
鮭魚,salmon,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
鹿角蕨,staghorn fern,居家生活,Home & Living,Home & Living,Home & Living
黑土,Black soil,寵物,Pets,Pets,Pets
薩克斯風吹嘴,Saxophone mouthpiece,娛樂、收藏,Life & Entertainment,Life & Entertainment,Life & Entertainment
鬥魚,betta fish,寵物,Pets,Pets,
水晶獎座,crystal trophy,娛樂、收藏,Life & Entertainment,Life & Entertainment,
名牌設計,Brand design,其他類別,Everything Else,Everything Else,
雞軟骨,Chicken cartilage,美食、伴手禮,Food & Beverages,Food & Beverages,
tklab,tklab,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
霧面玻璃貼,matte glass sticker,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
花襯衫,floral shirt,男生衣著,Men's Apparel,Men's Apparel,Men's Apparel
jins 眼鏡,jins glasses,男生包包與配件,Women Accessories,Women Accessories,
adf膠原蛋白飲,adf collagen drink,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
雙層床,bunk bed,居家生活,Home & Living,Home & Living,
3m空氣清淨機,3m air purifier,家電影音,Home Electronic,Home Electronic,
ipsa,ipsa,美妝保健,Health & Beauty,Health & Beauty,
三宅一生包包,Issey Miyake bags,女生包包/精品,Women Bags,Women Bags,Women Bags
森永鬆餅粉,Morinaga waffle mix,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
雙人牌刀具,Double brand knives,居家生活,Home & Living,Home & Living,Home & Living
雷射水平儀,laser level,居家生活,Home & Living,Home & Living,Home & Living
adidas ultra boost,adidas ultra boost,戶外與運動用品,Men Shoes,Men Shoes,
iwc,iWC,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,Men's Bags& Accessories
tou,tou,女生包包/精品,Women Bags,Food & Beverages,
switch破解,switch crack,遊戲王,Game Kingdom,Game Kingdom,
夏威夷豆塔,Hawaiian Bean Tower,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
包包品牌,bag brand,女生包包/精品,Women Bags,Women Bags,
止汗劑,antiperspirant,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
門上單槓,Door horizontal bar,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
手持掛燙機,Handheld garment steamer,家電影音,Home Electronic,Home Electronic,Home Electronic
鳳山藥局,Fengshan Pharmacy,美妝保健,Health & Beauty,,
瑞麟美而美,Ruilin is beautiful and beautiful,美食、伴手禮,Food & Beverages,Food & Beverages,
早點名,Name early,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
好市多貓砂,Costco cat litter,寵物,Pets,Pets,
鍋寶氣炸鍋,Guobao air fryer,家電影音,Home Electronic,Home Electronic,
宏碁,Acer,3C與筆電,Hardware & 3C,Hardware & 3C,
米米花,Mimihua,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
popcat,popcat,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
日本 零食,japan snacks,美食、伴手禮,Food & Beverages,Food & Beverages,
ai少女,ai girl,遊戲王,Game Kingdom,Game Kingdom,
閑魚,Xianyu,Others,Everything Else,Everything Else,
berji,berji,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
les nereides,les nereides,女生配件,Women Accessories,Women Accessories,Women Accessories
cartier,cartier,女生配件,Women Accessories,Women Accessories,
飛利浦萬用鍋,Philips multi-pot,家電影音,Home Electronic,Home Electronic,
redmi note 9,redmi note 9,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
cross 筆,cross pen,居家生活,Home & Living,Home & Living,Home & Living
xsense 125,xsense 125,汽機車零件百貨,Motors,,
arduino uno,arduino uno,3C與筆電,Hardware & 3C,Hardware & 3C,
新光週年慶,Shin Kong Anniversary,Others,,Health & Beauty,
rm,rm,女生包包/精品,Men's Bags& Accessories,Women Bags,
老爺酒店,Grand Hotel,服務、票券,Tickets & Services,Tickets & Services,Tickets & Services
洗牙機,Teeth scaling machine,居家生活,Home & Living,Home & Living,
airpod 3,airpod 3,手機平板與周邊,Mobile & Gadgets,Hardware & 3C,
ew3280u,ew3280u,3C與筆電,Hardware & 3C,Hardware & 3C,
電子 材料,electronic materials,3C與筆電,Home & Living,Hardware & 3C,
小 龍蝦,crayfish,美食、伴手禮,Food & Beverages,Food & Beverages,
2021 開工 拜拜 吉日,Goodbye auspicious day for the start of construction in 2021,Others,,,
burberry 衣服,burberry clothes,女生衣著,Men's Apparel,Men's Apparel,
nso會員,nso member,服務、票券,Tickets & Services,Game Kingdom,
2021 農民 曆,2021 farmers calendar,書籍及文創商品,,,
桃 乃木 香奈,Momo Nogi Kana,娛樂、收藏,,,
男生 衣服,boys clothes,男生衣著,Men's Apparel,Men's Apparel,
wf1000xm4,wf1000xm4,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
刨刀,Planer knife,居家生活,Home & Living,Home & Living,Everything Else
足球歐洲杯,Football European Cup,Others,Sports & Outdoors,Sports & Outdoors,
charles keith,charles keith,女生包包/精品,Women Bags,Women Bags,
護 目鏡 哪裡 買,Where to buy goggles,居家生活,,,
windows 11,Windows 11,3C與筆電,Hardware & 3C,Hardware & 3C,
vivo x60,vivo x60,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
小說 狂人,novel madman,書籍及文創商品,,,
pixi,pixi,女生衣著,Health & Beauty,Health & Beauty,Health & Beauty
土地 公,land public,Others,,,
